school1_alt,school2_alt,school3_alt,lastname,firstname,suffix,name,year1,school2,year2,school3,year3,school4,year4,school5,year5,circuit
"University of North Carolina, A.B.",,,Plager, S. Jay,,"Plager, S. Jay",1952,"University of Florida College of Law (now Fredric G. Levin College of Law), J.D.",1958,"Columbia Law School, LL.M.",1961,,,,,Federal
"Harvard College, A.B.",,,Lourie, Alan David,,"Lourie, Alan David",1956,"University of Wisconsin, M.S.",1958,"University of Pennsylvania, Ph.D.",1965,"Temple University School of Law (now James E. Beasley School of Law), J.D.",1970,,,Federal
"Yale University, B.A.",,,Clevenger, Raymond Charles III,,"Clevenger, Raymond Charles III",1959,"Yale Law School, LL.B.",1966,"University of Pennsylvania, Ph.D.",,,,,,Federal
"Brigham Young University, B.A.",,,Rader, Randall Ray,,"Rader, Randall Ray",1974,"George Washington University Law School, J.D.",1978,"University of Pennsylvania, Ph.D.",,,,,,Federal
"Princeton University, B.A.",,,Schall, Alvin Anthony,,"Schall, Alvin Anthony",1966,"Tulane University Law School, J.D.",1969,"University of Pennsylvania, Ph.D.",,,,,,Federal
"Harvard University, A.B.",,,Bryson, William Curtis,,"Bryson, William Curtis",1969,"University of Texas School of Law, J.D.",1973,"University of Pennsylvania, Ph.D.",,,,,,Federal
"Rensselaer Polytechnic Institute, B.S.",,,Gajarsa, Arthur J.,,"Gajarsa, Arthur J.",1962,"Catholic University of America, M.A.",1964,"Georgetown University Law Center, J.D.",1967,,,,,Federal
"Rensselaer Polytechnic Institute, B.E.E.",,,Linn, Richard,,"Linn, Richard",1965,"Georgetown University Law Center, J.D.",1969,"Georgetown University Law Center, J.D.",,,,,,Federal
"Harvard College, A.B.",,,Dyk, Timothy B.,,"Dyk, Timothy B.",1958,"Harvard Law School, J.D.",1961,"Georgetown University Law Center, J.D.",,,,,,Federal
"Cornell University, B.S.",,,Prost, Sharon,,"Prost, Sharon",1973,"George Washington University, M.B.A.",1975,"American University, Washington College of Law, J.D.",1979,"George Washington University Law School, LL.M.",1984,,,Federal
"Massachusetts Institute of Technology, B.S.",,,Moore, Kimberly Ann,,"Moore, Kimberly Ann",1990,"Massachusetts Institute of Technology, M.S.",1991,"Georgetown University Law Center, J.D.",1994,"George Washington University Law School, LL.M.",,,,Federal
"Kenyon College, A.B.",,,O'Malley, Kathleen McDonald,,"O'Malley, Kathleen McDonald",1979,"Case Western Reserve University School of Law, J.D.",1982,"Georgetown University Law Center, J.D.",,,,,,Federal
"University of Rochester, B.A.",,,Reyna, Jimmie V.,,"Reyna, Jimmie V.",1975,"University of New Mexico School of Law, J.D.",1978,"Georgetown University Law Center, J.D.",,,,,,Federal
"University of Arizona, B.A.",,,Wallach, Evan Jonathan,,"Wallach, Evan Jonathan",1973,"University of California, Berkeley, School of Law, J.D.",1976,"University of Cambridge Faculty of Law, LL.B.",1981,,,,,Federal
"Pomona College, B.A.",,,Taranto, Richard Gary,,"Taranto, Richard Gary",1977,"Yale Law School, J.D.",1981,"University of Cambridge Faculty of Law, LL.B.",,,,,,Federal
"University of California, Los Angeles, B.S.",,,Chen, Raymond T.,,"Chen, Raymond T.",1990,"New York University School of Law, J.D.",1994,"University of Cambridge Faculty of Law, LL.B.",,,,,,Federal
"Harvard College, A.B.",,,Hughes, Todd Michael,,"Hughes, Todd Michael",1989,"Duke University, M.A.",1992,"Duke University School of Law, J.D.",1992,,,,,Federal
"Michigan State University, B.S.E.E.",,,Stoll, Kara Farnandez,,"Stoll, Kara Farnandez",1991,"Georgetown University Law Center, J.D.",1997,"Duke University School of Law, J.D.",,,,,,Federal
"Massachusetts Institute of Technology, S.B.",,,Cunningham, Tiffany Patrice,,"Cunningham, Tiffany Patrice",1998,"Harvard Law School, J.D.",2001,"Duke University School of Law, J.D.",,,,,,Federal
